date,159928(汇添富消费ETF),515650(富国消费50ETF),513070(易方达港股通消费ETF)
2025-10-24,0.8262,1.1914,1.4166
2025-10-27,0.829,1.1945,1.4335
2025-10-28,0.8259,1.1943,1.4081
2025-10-29,0.8256,1.194,1.4076
2025-10-30,0.8233,1.191,1.4043
2025-10-31,0.8299,1.1961,1.3778
2025-11-03,0.8332,1.1942,1.3779
2025-11-04,0.821,1.1813,1.3617
2025-11-05,0.8198,1.1828,1.3609
2025-11-06,0.8206,1.1918,1.3855
2025-11-07,0.8212,1.1896,1.3636
2025-11-10,0.8487,1.2179,1.4037
2025-11-11,0.8479,1.2157,1.4037
2025-11-12,0.8485,1.222,1.4111
2025-11-13,0.8528,1.2261,1.4239
2025-11-14,0.8428,1.2131,1.3948
2025-11-17,0.8386,1.2057,1.3898
2025-11-18,0.8386,1.2046,1.3702
2025-11-19,0.836,1.2025,1.3681
2025-11-20,0.8316,1.2004,1.3648
2025-11-21,0.8251,1.1974,1.3346
2025-11-24,0.8242,1.1941,1.3604
2025-11-25,0.8257,1.1968,1.3658
2025-11-26,0.8251,1.2016,1.3667
2025-11-27,0.825,1.2003,1.3662
2025-11-28,0.8298,1.2046,1.3661
2025-12-01,0.8279,1.2085,1.374
2025-12-02,0.8212,1.2051,1.3812
2025-12-03,0.8148,1.2017,1.3652
2025-12-04,0.8068,1.1978,1.3643
2025-12-05,0.8085,1.1993,1.3632
2025-12-08,0.8021,1.1929,1.3399
2025-12-09,0.7925,1.1765,1.3208
2025-12-10,0.7955,1.181,1.3293
2025-12-11,0.7915,1.1741,1.324
2025-12-12,0.7964,1.1802,1.3448
2025-12-15,0.801,1.1864,1.3352
2025-12-16,0.7995,1.1861,1.3231
2025-12-17,0.8039,1.1964,1.3399
2025-12-18,0.8016,1.1912,1.335
2025-12-19,0.8081,1.2001,1.3408
2025-12-22,0.8084,1.2011,1.3534
2025-12-23,0.8031,1.1964,1.3508
2025-12-24,0.7981,1.1885,1.3461
2025-12-25,0.8038,1.1931,1.3447
2025-12-26,0.8008,1.1938,1.3441
2025-12-29,0.7973,1.1889,1.3219
2025-12-30,0.7974,1.1878,1.3103
2025-12-31,0.7922,1.1815,1.2988
2026-01-05,0.8015,1.1946,1.3133
2026-01-06,0.8085,1.2011,1.327
2026-01-07,0.8028,1.1961,1.3326
2026-01-08,0.7977,1.1896,1.3239
2026-01-09,0.8007,1.1957,1.3231
2026-01-12,0.8049,1.1979,1.3319
2026-01-13,0.7969,1.1815,1.3197
2026-01-14,0.7932,1.1778,1.3309
2026-01-15,0.7902,1.1742,1.3302
2026-01-16,0.781,1.165,1.3231
2026-01-19,0.7816,1.1688,1.3227
2026-01-20,0.7842,1.1759,1.3436
2026-01-21,0.7739,1.1607,1.3421
2026-01-22,0.7719,1.1574,1.3547
2026-01-23,0.7719,1.1539,1.3608
2026-01-26,0.7697,1.1504,1.3516
2026-01-27,0.7575,1.1391,1.3559
2026-01-28,0.7571,1.1304,1.3711
2026-01-29,0.7967,1.1781,1.3909
2026-01-30,0.7777,1.1558,1.3572
2026-02-02,0.7762,1.1573,1.3481
2026-02-03,0.7833,1.1696,1.364
2026-02-04,0.7997,1.1946,1.3759
2026-02-05,0.8063,1.208,1.415
2026-02-06,0.797,1.193,1.4101
2026-02-09,0.7985,1.1972,1.4347
2026-02-10,0.7891,1.1917,1.4492
2026-02-11,0.79,1.1904,1.4406
2026-02-12,0.7796,1.1782,1.4244
2026-02-13,0.7773,1.1734,1.417
2026-02-24,0.7718,1.1655,1.4117
2026-02-25,0.7762,1.1696,1.4107
2026-02-26,0.7701,1.1567,1.3836
2026-02-27,0.7743,1.157,1.3909
2026-03-02,0.7677,1.1435,1.3629
2026-03-03,0.7655,1.1357,1.3202
2026-03-04,0.7577,1.1245,1.3062
2026-03-05,0.7552,1.1234,1.2932
2026-03-06,0.7741,1.1413,1.3236
2026-03-09,0.7725,1.1332,1.3069
2026-03-10,0.7716,1.1392,1.3109
2026-03-11,0.7758,1.1453,1.307
2026-03-12,0.7792,1.1471,1.297
2026-03-13,0.7814,1.1508,1.2807
2026-03-16,0.7899,1.1626,1.2974
2026-03-17,0.7888,1.1666,1.3097
2026-03-18,0.7813,1.1607,1.3081
2026-03-19,0.771,1.1451,1.2781
2026-03-20,0.767,1.139,1.2703
2026-03-23,0.7371,1.1003,1.2298
2026-03-24,0.7408,1.1064,1.2739
2026-03-25,0.7464,1.116,1.2481
2026-03-26,0.7391,1.1064,1.212
2026-03-27,0.7522,1.1173,1.2203
2026-03-30,0.7527,1.1095,1.2039
2026-03-31,0.7444,1.1141,1.2043
2026-04-01,0.751,1.1232,1.2206
2026-04-02,0.757,1.1264,1.2192
2026-04-03,0.7467,1.1131,1.2201
2026-04-07,0.7457,1.1073,1.2189
2026-04-08,0.7564,1.124,1.2404
2026-04-09,0.7462,1.1107,1.2386
2026-04-10,0.7439,1.1085,1.2428
2026-04-13,0.7438,1.1031,1.2249
2026-04-14,0.751,1.1107,1.2337
2026-04-15,0.7522,1.1176,1.2319
2026-04-16,0.7527,1.1188,1.2418
2026-04-17,0.7416,1.1051,1.2258
2026-04-20,0.7415,1.1095,1.2425
2026-04-21,0.7423,1.1094,1.2531
2026-04-22,0.7373,1.1026,1.2342
2026-04-23,0.7375,1.1026,1.2184
2026-04-24,0.7378,1.1044,1.2195
2026-04-27,0.7301,1.0955,1.2145
2026-04-28,0.7328,1.1024,1.2038
2026-04-29,0.7462,1.1199,1.2217
2026-04-30,0.7464,1.1162,1.2076
2026-05-06,0.7419,1.1058,1.2
2026-05-07,0.7389,1.1023,1.2156
2026-05-08,0.7339,1.1006,1.214
2026-05-11,0.7354,1.1028,1.2125
2026-05-12,0.7246,1.0909,1.206
2026-05-13,0.7195,1.0843,1.201
2026-05-14,0.72,1.0859,1.1931
2026-05-15,0.7093,1.0803,1.1814
2026-05-18,0.7005,1.0688,1.1631
2026-05-19,0.6996,1.0645,1.1611
2026-05-20,0.698,1.0617,1.1606
2026-05-21,0.6903,1.0543,1.1524
2026-05-22,0.6812,1.041,1.1439
2026-05-25,0.6817,1.0384,1.1432
2026-05-26,0.6804,1.0366,1.1382
2026-05-27,0.6824,1.0387,1.1275
2026-05-28,0.6703,1.0202,1.1237
2026-05-29,0.6871,1.0491,1.1464
2026-06-01,0.6898,1.0521,1.1724
2026-06-02,0.679,1.0456,1.1729
2026-06-03,0.67,1.0348,1.1587
2026-06-04,0.6584,1.0206,1.148
2026-06-05,0.6576,1.0207,1.1389
2026-06-08,0.6477,1.0154,1.1318
2026-06-09,0.6445,1.0103,1.1278
2026-06-10,0.6506,1.0201,1.1366
2026-06-11,0.6503,1.0235,1.1372
2026-06-12,0.6566,1.0266,1.1594
2026-06-15,0.6533,1.0153,1.1533
2026-06-16,0.6418,0.9979,1.1344
2026-06-17,0.6359,0.9893,1.1123
2026-06-18,0.6215,0.9697,1.0891
2026-06-22,0.6268,0.9803,1.0715
2026-06-23,0.6171,0.9705,1.0585
2026-06-24,0.6083,0.9574,1.0548
2026-06-25,0.6097,0.9594,1.053
2026-06-26,0.6038,0.955,1.0487
2026-06-29,0.6209,0.9808,1.067
2026-06-30,0.6151,0.9694,1.0403
2026-07-01,0.6289,0.9874,1.0394
2026-07-02,0.627,0.9903,1.0607
2026-07-03,0.6272,0.994,1.0836
2026-07-06,0.6396,1.0119,1.092
2026-07-07,0.6301,0.9983,1.073
2026-07-08,0.6254,0.9971,1.0841
2026-07-09,0.6192,0.9864,1.0653
2026-07-10,0.6314,0.9977,1.072
2026-07-13,0.6306,1.0016,1.0788
2026-07-14,0.6329,1.0067,1.088
2026-07-15,0.6561,1.0389,1.0964
2026-07-16,0.6638,1.0478,1.1172
2026-07-17,0.6531,1.0388,1.1113
2026-07-20,0.6756,1.0707,1.1286
2026-07-21,0.6685,1.0641,1.1256
2026-07-22,0.6735,1.0693,1.1171
2026-07-23,0.6703,1.0644,1.1209
2026-07-24,0.6582,1.0529,1.1076
2026-07-27,0.6619,1.0598,1.1207
2026-07-28,0.672,1.0792,1.1303
2026-07-29,0.681,1.0981,1.1617
2026-07-30,0.6975,1.122,1.1672
2026-07-31,0.6937,1.1117,1.1574
2026-08-03,0.6914,1.1013,1.1484
2026-08-04,0.6787,1.0812,1.1352
2026-08-05,0.6736,1.0753,1.1371
2026-08-06,0.6702,1.0709,1.1304
2026-08-07,0.672,1.0656,1.124
2026-08-10,0.6886,1.0893,1.1421
2026-08-11,0.6808,1.0838,1.1305
2026-08-12,0.6825,1.0788,1.1188
